order_id,product_id,add_to_cart_order,reordered
1,90009,1,0
2,90060,1,0
3,90207,1,0
4,90260,1,0
5,90327,1,0
6,90535,1,0
7,90064,1,0
8,90110,1,0
9,90283,1,0
10,90294,1,0
11,90319,1,0
12,90485,1,0
13,90523,1,0
14,90001,1,0
15,90246,1,0
16,90258,1,0
17,90285,1,0
18,90438,1,0
19,90054,1,0
20,90113,1,0
21,90114,1,0
22,90135,1,0
23,90189,1,0
24,90260,1,0
25,90285,1,0
26,90487,1,0
27,90524,1,0
28,90553,1,0
29,90035,1,0
30,90055,1,0
31,90128,1,0
32,90177,1,0
33,90190,1,0
34,90219,1,0
35,90247,1,0
36,90250,1,0
37,90312,1,0
38,90318,1,0
39,90329,1,0
40,90414,1,0
41,90418,1,0
42,90448,1,0
43,90507,1,0
44,90187,1,0
45,90200,1,0
46,90323,1,0
47,90344,1,0
48,90543,1,0
49,90175,1,0
50,90219,1,0
51,90380,1,0
52,90025,1,0
53,90120,1,0
54,90175,1,0
55,90182,1,0
56,90247,1,0
57,90336,1,0
58,90368,1,0
59,90446,1,0
60,90517,1,0
61,90528,1,0
62,90117,1,0
63,90168,1,0
64,90173,1,0
65,90290,1,0
66,90319,1,0
67,90547,1,0
68,90563,1,0
69,90001,1,0
70,90023,1,0
71,90027,1,0
72,90134,1,0
73,90212,1,0
74,90269,1,0
75,90308,1,0
76,90359,1,0
77,90414,1,0
78,90523,1,0
79,90556,1,0
80,90173,1,0
81,90358,1,0
82,90406,1,0
83,90524,1,0
84,90534,1,0
85,90543,1,0
86,90554,1,0
87,90092,1,0
88,90101,1,0
89,90186,1,0
90,90187,1,0
91,90256,1,0
92,90417,1,0
93,90454,1,0
94,90563,1,0
95,90082,1,0
96,90213,1,0
97,90225,1,0
98,90240,1,0
99,90290,1,0
100,90308,1,0
101,90450,1,0
102,90001,1,0
103,90331,1,0
104,90403,1,0
105,90027,1,0
106,90054,1,0
107,90192,1,0
108,90248,1,0
109,90254,1,0
110,90318,1,0
111,90377,1,0
112,90461,1,0
113,90011,1,0
114,90031,1,0
115,90156,1,0
116,90157,1,0
117,90260,1,0
118,90339,1,0
119,90358,1,0
120,90371,1,0
121,90389,1,0
122,90457,1,0
123,90470,1,0
124,90495,1,0
125,90516,1,0
126,90042,1,0
127,90113,1,0
128,90139,1,0
129,90215,1,0
130,90241,1,0
131,90266,1,0
132,90277,1,0
133,90395,1,0
134,90479,1,0
135,90096,1,0
136,90111,1,0
137,90216,1,0
138,90226,1,0
139,90366,1,0
140,90454,1,0
141,90517,1,0
142,90021,1,0
143,90192,1,0
144,90411,1,0
145,90470,1,0
146,90532,1,0
147,90097,1,0
148,90135,1,0
149,90143,1,0
150,90177,1,0
151,90215,1,0
152,90261,1,0
153,90269,1,0
154,90343,1,0
155,90409,1,0
156,90511,1,0
157,90552,1,0
158,90558,1,0
159,90002,1,0
160,90139,1,0
161,90143,1,0
162,90426,1,0
163,90532,1,0
164,90168,1,0
165,90345,1,0
166,90356,1,0
167,90359,1,0
168,90078,1,0
169,90085,1,0
170,90113,1,0
171,90174,1,0
172,90215,1,0
173,90244,1,0
174,90275,1,0
175,90284,1,0
176,90390,1,0
177,90395,1,0
178,90457,1,0
179,90028,1,0
180,90172,1,0
181,90369,1,0
182,90020,1,0
183,90032,1,0
184,90053,1,0
185,90096,1,0
186,90139,1,0
187,90162,1,0
188,90290,1,0
189,90314,1,0
190,90357,1,0
191,90386,1,0
192,90432,1,0
193,90021,1,0
194,90159,1,0
195,90299,1,0
196,90308,1,0
197,90383,1,0
198,90397,1,0
199,90028,1,0
200,90083,1,0
201,90319,1,0
202,90386,1,0
203,90428,1,0
204,90450,1,0
205,90530,1,0
206,90112,1,0
207,90120,1,0
208,90144,1,0
209,90309,1,0
210,90323,1,0
211,90408,1,0
212,90036,1,0
213,90043,1,0
214,90135,1,0
215,90239,1,0
216,90287,1,0
217,90295,1,0
218,90346,1,0
219,90388,1,0
220,90401,1,0
221,90524,1,0
222,90554,1,0
223,90035,1,0
224,90076,1,0
225,90118,1,0
226,90370,1,0
227,90440,1,0
228,90456,1,0
229,90482,1,0
230,90508,1,0
231,90536,1,0
232,90544,1,0
233,90097,1,0
234,90201,1,0
235,90261,1,0
236,90459,1,0
237,90480,1,0
238,90549,1,0
239,90065,1,0
240,90104,1,0
241,90174,1,0
242,90226,1,0
243,90240,1,0
244,90325,1,0
245,90326,1,0
246,90332,1,0
247,90397,1,0
248,90432,1,0
249,90434,1,0
250,90498,1,0
251,90135,1,0
252,90176,1,0
253,90219,1,0
254,90229,1,0
255,90254,1,0
256,90375,1,0
257,90318,1,0
258,90460,1,0
259,90482,1,0
260,90561,1,0
261,90137,1,0
262,90153,1,0
263,90206,1,0
264,90224,1,0
265,90560,1,0
266,90563,1,0
267,90082,1,0
268,90230,1,0
269,90299,1,0
270,90388,1,0
271,90480,1,0
272,90166,1,0
273,90229,1,0
274,90250,1,0
275,90266,1,0
276,90524,1,0
277,90565,1,0
278,90060,1,0
279,90156,1,0
280,90275,1,0
281,90336,1,0
282,90418,1,0
283,90440,1,0
284,90479,1,0
285,90566,1,0
286,90105,1,0
287,90109,1,0
288,90119,1,0
289,90217,1,0
290,90231,1,0
291,90316,1,0
292,90531,1,0
293,90008,1,0
294,90095,1,0
295,90112,1,0
296,90147,1,0
297,90433,1,0
298,90526,1,0
299,90540,1,0
300,90098,1,0
301,90101,1,0
302,90149,1,0
303,90175,1,0
304,90239,1,0
305,90365,1,0
306,90463,1,0
307,90474,1,0
308,90531,1,0
309,90551,1,0
310,90552,1,0
311,90562,1,0
312,90019,1,0
313,90038,1,0
314,90041,1,0
315,90092,1,0
316,90237,1,0
317,90063,1,0
318,90071,1,0
319,90099,1,0
320,90324,1,0
321,90471,1,0
322,90055,1,0
323,90195,1,0
324,90305,1,0
325,90344,1,0
326,90036,1,0
327,90087,1,0
328,90150,1,0
329,90174,1,0
330,90208,1,0
331,90241,1,0
332,90254,1,0
333,90272,1,0
334,90327,1,0
335,90355,1,0
336,90438,1,0
337,90471,1,0
338,90500,1,0
339,90510,1,0
340,90006,1,0
341,90042,1,0
342,90115,1,0
343,90164,1,0
344,90187,1,0
345,90290,1,0
346,90337,1,0
347,90463,1,0
348,90518,1,0
349,90084,1,0
350,90154,1,0
351,90173,1,0
352,90175,1,0
353,90229,1,0
354,90241,1,0
355,90305,1,0
356,90383,1,0
357,90487,1,0
358,90503,1,0
359,90100,1,0
360,90318,1,0
361,90324,1,0
362,90326,1,0
363,90525,1,0
364,90540,1,0
365,90001,1,0
366,90052,1,0
367,90086,1,0
368,90337,1,0
369,90402,1,0
370,90440,1,0
371,90531,1,0
372,90539,1,0
373,90275,1,0
374,90290,1,0
375,90305,1,0
376,90365,1,0
377,90378,1,0
378,90451,1,0
379,90461,1,0
380,90514,1,0
381,90098,1,0
382,90135,1,0
383,90168,1,0
384,90195,1,0
385,90304,1,0
386,90473,1,0
387,90523,1,0
388,90089,1,0
389,90090,1,0
390,90199,1,0
391,90209,1,0
392,90214,1,0
393,90277,1,0
394,90322,1,0
395,90348,1,0
396,90446,1,0
397,90451,1,0
398,90553,1,0
399,90560,1,0
400,90298,1,0
401,90512,1,0
402,90013,1,0
403,90102,1,0
404,90154,1,0
405,90245,1,0
406,90104,1,0
407,90343,1,0
408,90349,1,0
409,90368,1,0
410,90489,1,0
411,90043,1,0
412,90085,1,0
413,90087,1,0
414,90359,1,0
415,90403,1,0
416,90515,1,0
417,90019,1,0
418,90073,1,0
419,90104,1,0
420,90148,1,0
421,90160,1,0
422,90240,1,0
423,90375,1,0
424,90396,1,0
425,90412,1,0
426,90475,1,0
427,90482,1,0
428,90520,1,0
429,90530,1,0
430,90030,1,0
431,90088,1,0
432,90124,1,0
433,90150,1,0
434,90308,1,0
435,90370,1,0
436,90375,1,0
437,90485,1,0
438,90502,1,0
439,90511,1,0
440,90010,1,0
441,90047,1,0
442,90120,1,0
443,90256,1,0
444,90264,1,0
445,90265,1,0
446,90272,1,0
447,90291,1,0
448,90424,1,0
449,90426,1,0
450,90467,1,0
451,90515,1,0
452,90059,1,0
453,90065,1,0
454,90198,1,0
455,90240,1,0
456,90452,1,0
457,90073,1,0
458,90157,1,0
459,90166,1,0
460,90315,1,0
461,90349,1,0
462,90423,1,0
463,90433,1,0
464,90481,1,0
465,90144,1,0
466,90186,1,0
467,90222,1,0
468,90224,1,0
469,90276,1,0
470,90277,1,0
471,90278,1,0
472,90322,1,0
473,90522,1,0
474,90004,1,0
475,90055,1,0
476,90079,1,0
477,90095,1,0
478,90117,1,0
479,90362,1,0
480,90525,1,0
481,90532,1,0
482,90544,1,0
483,90551,1,0
484,90090,1,0
485,90102,1,0
486,90105,1,0
487,90183,1,0
488,90359,1,0
489,90472,1,0
490,90487,1,0
491,90496,1,0
492,90500,1,0
493,90089,1,0
494,90118,1,0
495,90178,1,0
496,90228,1,0
497,90285,1,0
498,90317,1,0
499,90353,1,0
500,90501,1,0
501,90011,1,0
502,90088,1,0
503,90172,1,0
504,90251,1,0
505,90263,1,0
506,90314,1,0
507,90315,1,0
508,90512,1,0
509,90564,1,0
510,90124,1,0
511,90139,1,0
512,90266,1,0
513,90312,1,0
514,90463,1,0
515,90477,1,0
516,90563,1,0
517,90012,1,0
518,90060,1,0
519,90098,1,0
520,90158,1,0
521,90221,1,0
522,90294,1,0
523,90331,1,0
524,90556,1,0
525,90248,1,0
526,90297,1,0
527,90311,1,0
528,90338,1,0
529,90339,1,0
530,90418,1,0
531,90435,1,0
532,90453,1,0
533,90058,1,0
534,90182,1,0
535,90270,1,0
536,90302,1,0
537,90387,1,0
538,90397,1,0
539,90430,1,0
540,90489,1,0
541,90062,1,0
542,90327,1,0
543,90386,1,0
544,90401,1,0
545,90201,1,0
546,90283,1,0
547,90287,1,0
548,90367,1,0
549,90418,1,0
550,90486,1,0
551,90487,1,0
552,90088,1,0
553,90142,1,0
554,90157,1,0
555,90207,1,0
556,90213,1,0
557,90255,1,0
558,90302,1,0
559,90347,1,0
560,90020,1,0
561,90034,1,0
562,90139,1,0
563,90152,1,0
564,90210,1,0
565,90467,1,0
566,90530,1,0
567,90117,1,0
568,90180,1,0
569,90220,1,0
570,90226,1,0
571,90343,1,0
572,90380,1,0
573,90411,1,0
574,90463,1,0
575,90469,1,0
576,90506,1,0
577,90524,1,0
578,90255,1,0
579,90287,1,0
580,90295,1,0
581,90313,1,0
582,90355,1,0
583,90392,1,0
584,90396,1,0
585,90425,1,0
586,90525,1,0
587,90536,1,0
588,90539,1,0
589,90545,1,0
590,90009,1,0
591,90056,1,0
592,90122,1,0
593,90132,1,0
594,90141,1,0
595,90366,1,0
596,90462,1,0
597,90536,1,0
598,90017,1,0
599,90026,1,0
600,90056,1,0
601,90062,1,0
602,90072,1,0
603,90279,1,0
604,90385,1,0
605,90449,1,0
606,90032,1,0
607,90069,1,0
608,90131,1,0
609,90247,1,0
610,90288,1,0
611,90300,1,0
612,90363,1,0
613,90439,1,0
614,90502,1,0
615,90012,1,0
616,90080,1,0
617,90083,1,0
618,90153,1,0
619,90157,1,0
620,90182,1,0
621,90220,1,0
622,90342,1,0
623,90370,1,0
624,90379,1,0
625,90407,1,0
626,90481,1,0
627,90559,1,0
628,90003,1,0
629,90012,1,0
630,90083,1,0
631,90102,1,0
632,90149,1,0
633,90164,1,0
634,90187,1,0
635,90369,1,0
636,90459,1,0
637,90524,1,0
638,90558,1,0
639,90135,1,0
640,90315,1,0
641,90322,1,0
642,90337,1,0
643,90357,1,0
644,90449,1,0
645,90460,1,0
646,90511,1,0
647,90525,1,0
648,90175,1,0
649,90197,1,0
650,90262,1,0
651,90374,1,0
652,90440,1,0
653,90525,1,0
654,90036,1,0
655,90105,1,0
656,90251,1,0
657,90324,1,0
658,90473,1,0
659,90475,1,0
660,90477,1,0
661,90484,1,0
662,90086,1,0
663,90300,1,0
664,90488,1,0
665,90117,1,0
666,90192,1,0
667,90213,1,0
668,90226,1,0
669,90249,1,0
670,90289,1,0
671,90445,1,0
672,90477,1,0
673,90520,1,0
674,90250,1,0
675,90311,1,0
676,90323,1,0
677,90415,1,0
678,90434,1,0
679,90437,1,0
680,90510,1,0
681,90072,1,0
682,90223,1,0
683,90273,1,0
684,90437,1,0
685,90012,1,0
686,90061,1,0
687,90096,1,0
688,90175,1,0
689,90201,1,0
690,90246,1,0
691,90304,1,0
692,90416,1,0
693,90444,1,0
694,90462,1,0
695,90480,1,0
696,90545,1,0
697,90047,1,0
698,90341,1,0
699,90050,1,0
700,90114,1,0
701,90157,1,0
702,90173,1,0
703,90181,1,0
704,90225,1,0
705,90410,1,0
706,90445,1,0
707,90480,1,0
708,90500,1,0
709,90515,1,0
710,90522,1,0
711,90525,1,0
712,90533,1,0
713,90025,1,0
714,90095,1,0
715,90103,1,0
716,90207,1,0
717,90345,1,0
718,90354,1,0
719,90394,1,0
720,90452,1,0
721,90555,1,0
722,90013,1,0
723,90051,1,0
724,90107,1,0
725,90196,1,0
726,90255,1,0
727,90430,1,0
728,90478,1,0
729,90562,1,0
730,90011,1,0
731,90025,1,0
732,90046,1,0
733,90097,1,0
734,90165,1,0
735,90177,1,0
736,90238,1,0
737,90266,1,0
738,90279,1,0
739,90312,1,0
740,90521,1,0
741,90553,1,0
742,90001,1,0
743,90002,1,0
744,90035,1,0
745,90107,1,0
746,90205,1,0
747,90322,1,0
748,90420,1,0
749,90493,1,0
750,90076,1,0
751,90172,1,0
752,90247,1,0
753,90270,1,0
754,90273,1,0
755,90282,1,0
756,90383,1,0
757,90409,1,0
758,90481,1,0
759,90510,1,0
760,90527,1,0
761,90551,1,0
762,90555,1,0
763,90010,1,0
764,90065,1,0
765,90160,1,0
766,90167,1,0
767,90295,1,0
768,90320,1,0
769,90553,1,0
770,90083,1,0
771,90194,1,0
772,90234,1,0
773,90322,1,0
774,90409,1,0
775,90506,1,0
776,90529,1,0
777,90020,1,0
778,90059,1,0
779,90061,1,0
780,90068,1,0
781,90149,1,0
782,90173,1,0
783,90196,1,0
784,90241,1,0
785,90247,1,0
786,90425,1,0
787,90426,1,0
788,90485,1,0
789,90513,1,0
790,90551,1,0
791,90196,1,0
792,90424,1,0
793,90463,1,0
794,90502,1,0
795,90287,1,0
796,90556,1,0
797,90114,1,0
798,90129,1,0
799,90180,1,0
800,90193,1,0
801,90475,1,0
802,90551,1,0
803,90012,1,0
804,90077,1,0
805,90089,1,0
806,90164,1,0
807,90243,1,0
808,90244,1,0
809,90269,1,0
810,90318,1,0
811,90340,1,0
812,90362,1,0
813,90396,1,0
814,90536,1,0
815,90540,1,0
816,90166,1,0
817,90238,1,0
818,90426,1,0
819,90526,1,0
820,90534,1,0
821,90554,1,0
822,90131,1,0
823,90213,1,0
824,90260,1,0
825,90270,1,0
826,90312,1,0
827,90414,1,0
828,90565,1,0
829,90135,1,0
830,90295,1,0
831,90346,1,0
832,90396,1,0
833,90425,1,0
834,90454,1,0
835,90131,1,0
836,90319,1,0
837,90346,1,0
838,90382,1,0
839,90537,1,0
840,90540,1,0
841,90118,1,0
842,90188,1,0
843,90244,1,0
844,90343,1,0
845,90377,1,0
846,90424,1,0
847,90462,1,0
848,90491,1,0
849,90066,1,0
850,90214,1,0
851,90291,1,0
852,90298,1,0
853,90329,1,0
854,90520,1,0
855,90148,1,0
856,90168,1,0
857,90236,1,0
858,90247,1,0
859,90267,1,0
860,90272,1,0
861,90281,1,0
862,90377,1,0
863,90479,1,0
864,90528,1,0
865,90540,1,0
866,90197,1,0
867,90307,1,0
868,90331,1,0
869,90391,1,0
870,90565,1,0
871,90024,1,0
872,90091,1,0
873,90144,1,0
874,90171,1,0
875,90268,1,0
876,90283,1,0
877,90367,1,0
878,90450,1,0
879,90516,1,0
880,90013,1,0
881,90016,1,0
882,90088,1,0
883,90175,1,0
884,90182,1,0
885,90199,1,0
886,90262,1,0
887,90284,1,0
888,90329,1,0
889,90375,1,0
890,90393,1,0
891,90422,1,0
892,90487,1,0
893,90008,1,0
894,90049,1,0
895,90073,1,0
896,90110,1,0
897,90147,1,0
898,90190,1,0
899,90226,1,0
900,90302,1,0
901,90376,1,0
902,90449,1,0
903,90523,1,0
904,90052,1,0
905,90231,1,0
906,90237,1,0
907,90291,1,0
908,90298,1,0
909,90331,1,0
910,90522,1,0
911,90031,1,0
912,90281,1,0
913,90311,1,0
914,90378,1,0
915,90501,1,0
916,90002,1,0
917,90034,1,0
918,90132,1,0
919,90230,1,0
920,90234,1,0
921,90294,1,0
922,90302,1,0
923,90011,1,0
924,90023,1,0
925,90283,1,0
926,90297,1,0
927,90373,1,0
928,90375,1,0
929,90382,1,0
930,90019,1,0
931,90062,1,0
932,90141,1,0
933,90256,1,0
934,90260,1,0
935,90271,1,0
936,90347,1,0
937,90351,1,0
938,90477,1,0
939,90015,1,0
940,90029,1,0
941,90061,1,0
942,90112,1,0
943,90192,1,0
944,90230,1,0
945,90333,1,0
946,90413,1,0
947,90430,1,0
948,90493,1,0
949,90531,1,0
950,90030,1,0
951,90149,1,0
952,90278,1,0
953,90326,1,0
954,90397,1,0
955,90408,1,0
956,90443,1,0
957,90502,1,0
958,90514,1,0
959,90530,1,0
960,90160,1,0
961,90222,1,0
962,90231,1,0
963,90250,1,0
964,90263,1,0
965,90386,1,0
966,90510,1,0
967,90046,1,0
968,90201,1,0
969,90385,1,0
970,90544,1,0
971,90548,1,0
972,90026,1,0
973,90049,1,0
974,90061,1,0
975,90077,1,0
976,90080,1,0
977,90081,1,0
978,90115,1,0
979,90225,1,0
980,90337,1,0
981,90418,1,0
982,90463,1,0
983,90005,1,0
984,90103,1,0
985,90114,1,0
986,90274,1,0
987,90416,1,0
988,90540,1,0
989,90043,1,0
990,90062,1,0
991,90115,1,0
992,90130,1,0
993,90165,1,0
994,90374,1,0
995,90421,1,0
996,90474,1,0
997,90506,1,0
998,90073,1,0
999,90097,1,0
1000,90102,1,0
1001,90359,1,0
1002,90400,1,0
1003,90418,1,0
1004,90430,1,0
1005,90467,1,0
1006,90474,1,0
1007,90048,1,0
1008,90073,1,0
1009,90089,1,0
1010,90150,1,0
1011,90208,1,0
1012,90238,1,0
1013,90405,1,0
1014,90429,1,0
1015,90452,1,0
1016,90565,1,0
1017,90010,1,0
1018,90061,1,0
1019,90294,1,0
1020,90541,1,0
1021,90559,1,0
1022,90001,1,0
1023,90047,1,0
1024,90061,1,0
1025,90117,1,0
1026,90169,1,0
1027,90334,1,0
1028,90411,1,0
1029,90495,1,0
1030,90001,1,0
1031,90014,1,0
1032,90064,1,0
1033,90077,1,0
1034,90091,1,0
1035,90106,1,0
1036,90170,1,0
1037,90214,1,0
1038,90285,1,0
1039,90288,1,0
1040,90374,1,0
1041,90502,1,0
1042,90528,1,0
1043,90123,1,0
1044,90220,1,0
1045,90241,1,0
1046,90283,1,0
1047,90320,1,0
1048,90497,1,0
1049,90115,1,0
1050,90144,1,0
1051,90176,1,0
1052,90269,1,0
1053,90307,1,0
1054,90506,1,0
1055,90517,1,0
1056,90007,1,0
1057,90133,1,0
1058,90429,1,0
1059,90011,1,0
1060,90079,1,0
1061,90087,1,0
1062,90104,1,0
1063,90149,1,0
1064,90229,1,0
1065,90261,1,0
1066,90465,1,0
1067,90048,1,0
1068,90084,1,0
1069,90130,1,0
1070,90162,1,0
1071,90331,1,0
1072,90337,1,0
1073,90362,1,0
1074,90394,1,0
1075,90404,1,0
1076,90416,1,0
1077,90440,1,0
1078,90455,1,0
1079,90050,1,0
1080,90141,1,0
1081,90239,1,0
1082,90390,1,0
1083,90428,1,0
1084,90431,1,0
1085,90525,1,0
1086,90165,1,0
1087,90179,1,0
1088,90228,1,0
1089,90343,1,0
1090,90371,1,0
1091,90396,1,0
1092,90400,1,0
1093,90425,1,0
1094,90465,1,0
1095,90047,1,0
1096,90133,1,0
1097,90210,1,0
1098,90219,1,0
1099,90462,1,0
1100,90472,1,0
1101,90027,1,0
1102,90117,1,0
1103,90165,1,0
1104,90195,1,0
1105,90283,1,0
1106,90316,1,0
1107,90368,1,0
1108,90430,1,0
1109,90438,1,0
1110,90444,1,0
1111,90467,1,0
1112,90486,1,0
1113,90038,1,0
1114,90250,1,0
1115,90290,1,0
1116,90416,1,0
1117,90564,1,0
1118,90063,1,0
1119,90065,1,0
1120,90070,1,0
1121,90144,1,0
1122,90316,1,0
1123,90347,1,0
1124,90375,1,0
1125,90478,1,0
1126,90554,1,0
1127,90010,1,0
1128,90203,1,0
1129,90303,1,0
1130,90359,1,0
1131,90460,1,0
1132,90534,1,0
1133,90538,1,0
1134,90100,1,0
1135,90111,1,0
1136,90276,1,0
1137,90320,1,0
1138,90379,1,0
1139,90483,1,0
1140,90512,1,0
1141,90536,1,0
1142,90540,1,0
1143,90310,1,0
1144,90314,1,0
1145,90528,1,0
1146,90015,1,0
1147,90066,1,0
1148,90095,1,0
1149,90117,1,0
1150,90140,1,0
1151,90146,1,0
1152,90172,1,0
1153,90187,1,0
1154,90214,1,0
1155,90230,1,0
1156,90258,1,0
1157,90263,1,0
1158,90353,1,0
1159,90464,1,0
1160,90104,1,0
1161,90156,1,0
1162,90329,1,0
1163,90334,1,0
1164,90409,1,0
1165,90431,1,0
1166,90016,1,0
1167,90024,1,0
1168,90045,1,0
1169,90065,1,0
1170,90112,1,0
1171,90115,1,0
1172,90118,1,0
1173,90146,1,0
1174,90188,1,0
1175,90246,1,0
1176,90263,1,0
1177,90265,1,0
1178,90271,1,0
1179,90319,1,0
1180,90341,1,0
1181,90400,1,0
1182,90422,1,0
1183,90187,1,0
1184,90223,1,0
1185,90250,1,0
1186,90259,1,0
1187,90487,1,0
1188,90005,1,0
1189,90085,1,0
1190,90108,1,0
1191,90220,1,0
1192,90371,1,0
1193,90457,1,0
1194,90491,1,0
1195,90527,1,0
1196,90546,1,0
1197,90553,1,0
1198,90070,1,0
1199,90075,1,0
1200,90093,1,0
1201,90128,1,0
1202,90163,1,0
1203,90238,1,0
1204,90244,1,0
1205,90261,1,0
1206,90325,1,0
1207,90330,1,0
1208,90347,1,0
1209,90444,1,0
1210,90462,1,0
1211,90468,1,0
1212,90101,1,0
1213,90163,1,0
1214,90173,1,0
1215,90185,1,0
1216,90188,1,0
1217,90195,1,0
1218,90212,1,0
1219,90247,1,0
1220,90301,1,0
1221,90332,1,0
1222,90383,1,0
1223,90430,1,0
1224,90476,1,0
1225,90480,1,0
1226,90501,1,0
1227,90028,1,0
1228,90051,1,0
1229,90116,1,0
1230,90173,1,0
1231,90279,1,0
1232,90322,1,0
1233,90566,1,0
1234,90031,1,0
1235,90037,1,0
1236,90066,1,0
1237,90082,1,0
1238,90110,1,0
1239,90147,1,0
1240,90149,1,0
1241,90152,1,0
1242,90307,1,0
1243,90340,1,0
1244,90468,1,0
1245,90469,1,0
1246,90478,1,0
1247,90510,1,0
1248,90563,1,0
1249,90074,1,0
1250,90103,1,0
1251,90176,1,0
1252,90207,1,0
1253,90242,1,0
1254,90335,1,0
1255,90032,1,0
1256,90065,1,0
1257,90193,1,0
1258,90211,1,0
1259,90332,1,0
1260,90339,1,0
1261,90431,1,0
1262,90129,1,0
1263,90162,1,0
1264,90163,1,0
1265,90291,1,0
1266,90441,1,0
1267,90444,1,0
1268,90478,1,0
1269,90141,1,0
1270,90172,1,0
1271,90258,1,0
1272,90269,1,0
1273,90425,1,0
1274,90461,1,0
1275,90475,1,0
1276,90476,1,0
1277,90511,1,0
1278,90023,1,0
1279,90205,1,0
1280,90235,1,0
1281,90312,1,0
1282,90491,1,0
1283,90528,1,0
